,day,trending_topic
99,07082018,"['#OTAndorra', '#NCAAenTV', '#VueltaBurgos', '#AbortoLegalYa', '#FirstDates700', '#Berlin2018', '#FelizMartes', '#Getaria', '#PES2019DEMO', '#Noroeste2018', '#SevillaAtlético', '#SuperligaOrangeLoL12', '#Kepa', '#BetterCallSaul', '#ICC2018', '#selectavisiondirect', '#PosesiónDuque', '#IFlLlutxent', 'Maxi Gómez', 'Indonesia', 'Sarabia', 'Carmona', 'Juanma Castaño', 'Robert Redford', 'Julia Takacs', 'Athletic', 'Chelsea', 'Ignacio Escolar', 'Anfield', 'Airbnb de Madrid', 'Jefferson Lerma', 'Force India', 'Ruiz de Galarreta', 'Benfica', 'Tesla', 'Jessica Vall', 'Uribe', 'Hyperloop', 'Ajax', 'Parejo', 'El Parlamento', 'Pedro García Aguado', '#HappyBirthdayShawn', 'Estonia', 'Ruby Rose', 'Dalas', '#TrilerosYSaqueos', '#ARMYISBEAUTY', '#YoNoApagoLaLuz', '#Sabuesos', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
100,08082018,"['#Ineptocracia', '#Berlin2018', '#IFLlutxent', '#InternationalCatDay', '#sorteos', '#VamosGeta', '#diamundialdelgato', '#MieChachi8Ago', '#TourPrometoTarragona', '#CFReus', '#PretemporadaRV', '#BonaNit', '#LugoDépor', '#RecreCCF', '#VenACenar197', '#JDCPradesTV3', '#MCF101TV', '#chicote34bar', 'Manuel Charlín', 'Smash', 'Argentina', 'Kepa', 'Begoña Gómez', 'Campo da Leña', 'Las Gaunas', 'Coslada', 'Matthew Perry', 'Comunicado Oficial', 'Moha', 'Juanfran', 'Buff', 'Bruno Hortelano', 'Trofeo Ciudad de Albacete', 'Trofeo del Olivo', 'Tokio 2020', 'Palestina', 'Consuelo Ordóñez', 'Mollejo', 'Julio Borges', 'Borja Garcés', 'Orio', 'Oscar', '#HechosReales3', '#AdelanteIIIRepública', '#FirstDates701', '#PuraMagia', '#ViajerosNY', 'Courtois', '#ARMYISBEAUTY', '#YoNoApagoLaLuz', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
101,09082018,"['#VenACenar198', '#VueltaBurgos', '#AustrianGP', '#FelizMiércoles', '#DeadlineDay', '#DiaInternacionalDelGato', '#CallesOkupadas', '#AbortoLegalYa', '#FelizJueves', '#JueChachi9Ago', '#VuelveLaMagia', '#GalaxyNote9', '#StreamingPartyConLolaIndigo', '#RedDeadRedemption2', 'Llutxent', 'Open Arms', 'Cabronazi', 'Keylor', 'Premier', 'Crimea-Congo', 'Daddy Yankee', 'Begoña Gómez', 'Everton', 'Courtois', 'Argentina', 'Leicester', 'Susana Guasch', 'Castalia', 'Brighton', 'Icardi', 'Nole', 'Danny Ings', 'André Silva', 'Fulham', '#EuropaLeague', '#Epiphany', 'Loren', 'Ganso', '#FrosinoneRealBetis', 'Marc Gual', 'Vaclik', 'Sergio León', 'Muriel', 'Yemen', 'Nolito', 'Banega', 'Bruno Hortelano', 'Fernando Carro', '#FirstDates702', '#LazosJurado', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
102,10082018,"['#FelizJueves', '#AustrianGP', '#FelizFinde', '#MonsterHunterWorldPC', '#Ezcaray', '#10Ago', '#TagPremierCharlas', '#poliamorocha', '#FIBAU16Europe', '#Queen', '#LCSEULVP8', '#MVTManta', '#VenACenar199', 'Dani Pacheco', 'Nicki', 'Constitucional', 'Nerea', 'Riazor', 'Manuel Blázquez', 'Manacor', 'Ligue 1', 'La RFEF', 'James Bond', 'Hannover', 'Husillos', 'Carlos Ochoa', 'López Simón', 'André Silva', 'David Mora', 'Doom Eternal', 'Unasur', 'El Puerto de Santa María', 'Fernando Alarza', 'Andrés Martín', 'Gonzalo Villar', 'Pepe Castro', 'Xabier Fortes', 'Manuel Diosleguarde', '#Pasapalabra', '#TrofeoCarranza', '#OTVigo', '#FirstDates703', 'Orlando Ortega', '#TwitterRompeEspaña', 'Luke Shaw', 'Ana Peleteiro', 'Leicester', 'De Gea', '#DeadlineDay', '#SeráLey', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
103,12082018,"['#TrofeoBernabeu', '#L6Nmástercasado', '#DiaInternacionalDeLaJuventud', '#130AniversarioUGT', '#AustrianGP', '#FelizDomingo', '#Aquarius', '#WPTenGol', '#12Ago', '#DomChachi12Ago', '#TeenChoice', '#CopaFederación', '#DiaDeCantabria', '#tormenta', 'Perseidas', 'Naby Keita', 'Kevin Gameiro', 'Anfield', 'Parker', 'Jesús España', 'Merkel', 'Lyon', 'Jesús Herrada', 'Rafinha', 'El Manchester City', '#HispanosJuveniles', 'Marcos Ruiz', 'El Juli', '#EuropeanChampionship2018', 'Curro Díaz', 'Ozil', 'Talavante', 'Trofeo Costa del Sol', 'Manuel Erice', '#RealBetisAtleti', 'Oyarzabal', '#MiPrimerGNULinux', 'Samir Amin', 'Muriel', 'Cillessen', 'Hogar Social', 'Ter Stegen', 'Salpeter', 'Arsenal', 'Puerto Banús', 'Lewandowski', 'Duplantis', '#Supercopa', '#TwitterRompeEspaña', '#MCF101TV', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
104,13082018,"['#U20WWC', '#MondayMotivation', '#FelizDomingo', '#FelizLunes', '#RMSuperCup', '#ArethaFranklin', '#CopaDelRey', '#HolaFutboleros', '#13Ago', '#Mulan', '#BienvenidoJoselu', 'Sarabia', 'Suárez', 'Messi', 'Ter Stegen', 'O Marisquiño', 'El PP de Vigo', 'El BOE', 'Marina Jade', 'Cerdeña', 'Joao Mario', 'Real Sociedad', 'La Audiencia Nacional', 'Villarejo', 'Castella', 'iDental', 'Álvaro Medrán', 'Battle for Azeroth', 'Portu', 'Tayikistán', 'Chavero', 'Marta Sánchez', 'Airbnb', 'Nunu', 'Arnaiz', '#LOVE_YOURSELF', 'Álvaro García', 'Alvarito', '#DiaInternacionalDelZurdo', 'Alec Baldwin', 'Carmelo Anthony', 'Aquarius', '#marcopologan', 'David Silva', '#Pasapalabra', '#FixProClubsEA', 'Benidorm', '#130AniversarioUGT', '#DiaInternacionalDeLaJuventud', '#FelizDomingo', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
105,15082018,"['#ExpedienteCs', '#SergiPedreroIsOverParty', '#Genova', '#FelizMartes', '#LasCamposBuenosAires', '#DiaDeLaVirgen18', '#FelizMiércoles', '#SerieA', '#15Ago', '#LaPalomaTM', '#OTPineda', '#VillamarinSinHumos', '#FIBAU16Europe', '#2YearsWithAgustD', 'Toni Albà', 'Unai Simón', 'Maravillas Lamberto', 'El Ayuntamiento de Madrid', 'Junqueras', 'Benidorm', 'Asunción', 'Morandi', 'Carmen Conde', 'Pensilvania', 'Fernando Alonso', 'La Valeta', 'El Juli', 'Lula', 'Unidos Podemos', 'Autostrade', 'Kevin De Bruyne', '#SorpresaSupercopa', 'Kabul', 'Arturo Vidal', '#EligeIIIRepública', 'Munir', 'Isco', 'Michael Schumacher', 'Juan Ortega', '#VamosHeretics', '#SupercopaDeEuropa', 'Ghost', 'Boca', 'Malcom', '#JoanGamperA3', 'Riqui Puig', 'Rafinha', '#Dublin2018', '#HolaFutboleros', '#14Ago', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
106,16082018,"['#TemporerasResistiendo', '#Madonna', '#SupercopaDeEuropa', '#FelizJueves', '#oCientificaoMadre', '#AlmeriaEnFeria', '#Zapeando1181', '#SonDeTodos', '#LaLiga123TV', '#16Ago', 'Juanfran', 'Génova', 'Madrid', 'Lopetegui', 'Marisa Porcel', 'Diego Costa', 'Atleti', 'Josu Urrutia', 'Google Drive', 'IRPF', 'Sweetener', 'Diablo 3', 'Theo Hernández', 'Alfonso Cuarón', 'Hugo Álvarez', 'Patrick Roberts', 'Manuela Carmena', 'Fede San Emeterio', '#IronFist', 'Tebas', 'Llanes', 'Carlos Sainz', '#LOVE_YOURSELF', '#miriunanoches', 'Sarabia', '#U20WWC', 'Copa Davis', '#rayamora', 'Aretha Franklin', '#DiaDeLaVirgen18', '#OTConciertoPineda', '#15DeAgosto', '#YoSoyRubénSánchezTW', '#HechosReales4', '#SupercopaDeEuropa', '#CommunityManager', 'Karim', 'Riqui Puig', 'Saul', 'Thomas', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
107,17082018,"['#TemporerasResistiendo', '#LaLiga', '#UnAño17APdV', '#MaravillasHerriarentzat', '#NoOlvidamos', '#17DeAgosto', '#Sweetener', '#OTnoesodio', '#FelizFinde', '#CuentaPendiente', '#TDLNA2018', '#HolaFutboleros', '#WCMinsk', '#TagLigaCharlas', '#17Ago', '#SixMajorParis', 'El Rey', 'Tebas', 'Estados Unidos', 'HazteOir', 'Llanes', 'Ariana', 'Las Ramblas', 'Icardi', 'Luis Alberto', 'Gabriel Cruz', '#RobertDeNiro', 'Virgen del Pino', 'Vicente', 'Simone Zaza', 'Gemma Nierga', '#Zapeando1182', '#BarcelonaCiutatDePau', '#Desencanto', 'Rodrigo y Thiago', 'FIFA 19', '#tangabel', 'Juan Carlos Navarro', '#TemporerasResistiendo', '#LazosVicario', '#rayamora', '#Madonna', '#firstdates708', '#SupercopaDeEuropa', '#FelizJueves', '#OTnoesodio', '#AlmeriaEnFeria', '#HomenajeVíctimasEsVerano', '#Sweetener', 'Saúl', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
108,18082018,"['#17Agosto', '#rcde', '#FelizSábado', '#frac1', '#Sporting', '#SinquefieldCup', '#TourPrometoAlicante', 'Levante', 'Marcos Alonso', 'Betis', 'Cambrils', 'Arsenal', 'Dénia', 'José Manuel Soto', ""N'Diaye"", 'Boris Tisma', 'Baraja', 'Javier Solana', 'Busquets', 'Filipe Luis', 'Michael Robinson', 'Cayetano', 'Ponce y Roca Rey', 'Richard Sennett', 'Nintenderos', 'Miguel Ángel Revilla', 'Arturo Vidal', 'Rakitic', 'Sousa', 'Lionel', 'Villarreal', 'Numancia', 'Sergi Roberto', 'Dembele', '#SextaNocheHits', '#BatallaDeLosGallos', '#NXTTakeOver', '#NocheAiteda', '#polirifirafa', 'Messi', '#1016album', '#VolverteAVer', '#Sweetener', '#17AniversarioARV', '#BarcelonaCiutatDePau', '#N1CanalFiesta33', '#LaLiga', '#Desencanto', '#FelizSábado', '#17agosto', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
109,19082018,"['#DiaMundialdelaFotografia', 'VMAs', 'Mercedes Milá', 'Roque Mesa', 'Karim', 'Nole', '#IndyCar', 'Jorge Molina', 'Paulo Coelho', 'Mateu Lahoz', 'La Romareda', 'Cabana de Bergantiños', 'Navas', '#CuartoMilenio', 'John Wick', 'Arrival', 'Amath', 'Nicki', '#HappyBirthdayDemi', 'Djene', 'David Soria', 'Toyota', 'Kroos', '#SummerSlam', 'Lucas Vázquez', 'Federer', 'Isco', 'Ceballos', 'André Silva', '#LaLlegada', 'Rubén Castro', 'Getafe', '#ValenciaAtleti', '#FIBAU16Europe', '#CCFNumancia', '#rcde', '#AsteNagusia2018', '#LugoMálaga', '#VillarrealRealSociedad', '#LaLiga', '#FedericoGarciaLorca', '#QueridoYoDe16Años', '#desaparecido', '#19Ago', 'Chievo', 'Sergi Roberto', 'José Manuel Soto', 'Morales', 'Cambrils', 'Marcos Alonso', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
110,20082018,"['#FelizLunes', '#LaManada', '#SharpObjects', '#Atlético', '#mirionetas', '#ElChiringuitoDeMega', '#NasticTenerife', '#ElCascabel20A', '#U20WWC', 'Celebi', 'Red Bull', 'Paulista', ""Toys 'R' Us"", 'Rafinha', 'Selhurst Park', 'Soler', 'Parejo', 'Gelson', 'El Juli', 'Dortmund', 'Life is Strange 2', 'Palace', 'Claudio Bravo', '#FirstDates711', '#VMAs', 'Gil Manzano', '#TheGoodDoctor', 'Rodrigo', '#PuntoCostaCálida', '#AthleticLeganés', '#LasPalmasReus', '#VamosUD', '#HappyBirthdayDemi', '#ValenciaAtleti', '#LaLlegada', '#pizza', '#MondayMotivation', '#SummerSlam', '#DiaMundialdelaFotografia', '#FelizLunes', '#20Ago', '#VisibleWomen', '#JUGONES', '#yaesmediodia46', '#BeForTheGame', '#AtaqueTorraARV', '#Spanair', 'Elisa Beni', 'Carvajal', 'Allahu Akbar', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
111,21082018,"['#AthleticLeganés', '#10añosdeCrisisEstafa', '#QNSLLEsDeOro', '#FelizLunes', '#Gamescom2018', '#ValenciaAtleti', '#chabefoto', '#AmaiaOnFire', '#VMAs', '#FelizMartes', '#Russia', '#MarGenteChachi21Ago', '#A3Boom', '#21Ago', '#IVTrofeoElCigarrero', '#ElCascabel21A', '#Alas23y51nadiesolo', '#viajemiticos', 'Rakitic', 'Primavera de Praga', 'Cornellà', 'Dark Souls', 'Fiscalía', 'Companys', 'Álvarez Cascos', 'La Audiencia Nacional', 'Grand Prix', 'Uros Djurdjevic', 'Cuvillo', 'Álvaro Jiménez', 'El Fandi', 'Hirving Lozano', 'El Hormiguero', 'Devil May Cry 5', 'Feria de Otoño', 'Caracas', 'Post Malone', 'BMTH', 'Bring Me The Horizon', 'Danny Boyle', 'Robbie Rotten', 'Vicente Verdú', 'Benfica', 'Falcao', '#ElPitoDelSereno', '#Sabuesos4', 'Indiana Jones', '#FirstDates712', '#FueraComplejos', '#LasCamposChile', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
112,22082018,"['#LazosXCatPdV', '#ChiringuitoMadrid', '#BritishGP', '#AmaiaOnFire', '#chabecedario', '#fresaymata', '#Gamescom2018', '#LasCamposChile', '#FueraComplejos', '#FelizMartes', '#FelizMiércoles', '#FeriaATQ', '#EuropaLeague', '#RumboalEuropeo', '#AmorDeContrabandoES', '#22Ago', '#IDOL', '#MVTFrancOut', '#VenACenar202', 'Cornellá', 'Álvaro Jiménez', 'Marlaska', 'Nela', 'Decreto Ley', 'Venezuela', 'Vicente Verdú', 'Trump', 'Diana Quer', 'Ceuta', 'La OMS', 'La AFE', 'Calamocha', 'David Aganzo', 'For Honor', 'Coentrao', 'Curro Díaz', 'Lérida', 'Padilla', 'Álvaro García', 'Lo Malo', 'Adidas', 'Diego Ventura', '#JDCTerrassaBcnTV3', 'Ajax', '#PuraMagia', '#HechosReales5', '#SiempreIIIRepública', 'Andrea Levy', 'The Big Bang Theory', '#FirstDates713', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
113,24082018,"['#FelizFinde', '#24Ago', '#DTMMisano', '#VueltaSalamanca', '#Cieza', '#AtletiRayo', '#Laredo', '#MiVulvaNoEstransfobia', '#LCSEUPlayoffsLVP', '#PeriodismodeAltura', '#MCF101TV', '#manchabelita', '#MVTAlzamiento', '#l6cPatriotas', '#MálagaAlcorcón', '#VenACenar204', 'María Pombo', 'Zuculini', 'Quintos de Mora', 'Roland Garros', 'De Tomás', 'Ernesto Valverde', 'Cepoi', 'John McCain', 'Rebeca Haro', 'La Nueve', 'Jueces del TS', 'Baelo Claudia', 'Pedro Carreño', 'Eva Navarro', 'Talavante', 'Garrido', 'Jenaro Castro', 'Cepeda y Roi', 'Girona-Barça', 'Iván Alejo', 'Francisco de la Hera', 'Bundesliga', 'Butarque', 'Lucía Etxebarría', 'Coman', 'Azshara', 'Patri Guijarro', 'Roca Rey', '#CoverRagoalmaia', '#GetafeEibar', 'Javier Otxoa', '#FirstDates715', '#MeQueer', '#U20WWC', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
114,25082018,"['#CulturalLeonesaRBouzas', '#GolSerieA', '#NoNosCallarán', 'Tabira', 'Calcio', 'MotoGP', 'Emery', 'West Ham', 'Tito Rabat', 'Misfits', 'Alcurrucén', 'Ricky', 'Anfield', 'Junior', 'Marcos Mauro', 'Pjanic', 'Brighton', 'Lazio', 'Cholo', 'Canales', '#NumanciaCádiz', 'Manu Vallejo', '#LasPalmasAlbacete', 'Sanabria', 'Mandzukic', 'Koke', '#OTConciertoAlmeria', 'Correa', 'Reus', 'Juanfran', 'Rohan Dennis', 'Diego Urdiales', 'Arcadi Espada', 'Francis', '#AgoneyTienesMiDinero', '#AtletiRayo', '#VolverteAVer', '#Felices20AbrahamMateo', '#l6cPatriotas', '#BelgianGP', '#BritishGP', '#U20WWC', '#MeQueer', '#ESCCongress', '#LaVuelta2018', '#CórdobaOviedo', '#NumanciaCádiz', '#DiaDeBetis', '#VivirSinTi', '#LeonardBernstein', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
115,27082018,"['#ElConcursoDelAño', '#MondayMotivation', '#RestosFrancoPdV', '#felizdomingo', '#FelizLunes', '#Vengadores4', '#EAN8', '#27Ago', '#vuelvealatere', '#carlosycarretas', '#SharpObjects', '#VueltaAlCole', 'True Detective', 'Ramos', 'Asensio', 'Jacksonville', 'Isco', 'Escudero', 'Girona', 'Carabanchel', 'Borussia Dortmund', 'Khadija', 'Penélope Cruz', 'Cehegín', 'El 60%', 'Carlos Fernández', 'Pogba', 'Julio Gracia', 'Torra y Puigdemont', 'Pocophone F1', 'Cristina Pedroche', 'Banco de España', 'Simona Halep', 'TLCAN', 'La Fiscalía', 'Junta de Seguridad', 'Rayo Majadahonda', 'Rayo-Athletic', '#LevanteCelta', 'Streets of Rage 4', '#SuperligaOrangeLoLSemis', 'Manu Ginobili', 'Elia Viviani', '#PresaVeteYa', 'Estadio de Vallecas', 'Mariano', '#Quizas31Ago', 'Rober Bodegas', 'Feria de Otoño', '#Cyberpunk2077', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
116,28082018,"['#SharpObjects', '#vueltaalcole', '#USOpen', '#GraciasManu', '#Cyberpunk2077', '#FuturoCatalunyaARV', '#FelizMartes', 'Old Trafford', 'Macron', 'Ronaldo Nazario', 'David Ferrer', 'Alec Baldwin', 'San Agustín', 'Chemnitz', 'Guedes', 'Mourinho', 'Llarena', 'Rober Bodegas', 'Bruno Hortelano', 'Martín Chirino', 'Manu Sánchez', 'Daniel Monzón', 'Premio Donostia', 'David Fincher', 'Los Serrano', 'Sergi Samper', 'Nindies', 'Quintana', 'La Seguridad Social', '#JosepFontana', 'Aitana y Amaia', '#SuperligaOrangeLoLSemis', 'Defensor del Pueblo', 'Ricardo Campos', 'Seydou Doumbia', '#OTCastigFinal2018', 'Aleksandar Jovanovic', 'Iván López', 'Onimusha', 'Dragon Quest XI', 'Huarte', 'Pepe Castro', '#gusdegas', 'Raquel Martínez', 'Paco Alcácer', '#MejorSolaQueConMaluma', 'Aurah Ruiz', 'Tina Fuentes', 'Ben King', 'Javier Cárdenas', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
117,29082018,"['#USOpen', '#ElSilencioDeLasSotanas', '#MiEquipoCharlas', '#MejorSolaQueConMaluma', '#ElConcursoDelAño3', '#UltimaNocheOt2017', '#LasCamposRetocadas', '#OTCastingFinal2018', '#Tomatina2018', '#FelizMartes', '#FelizMiércoles', '#FirstMan', '#ProtectLAYSHA', '#MichaelJackson60thBirthday', '#tiroconarco', '#SiTeRiesPierdes', 'Portu', 'Raquel Martínez', 'Ucrania', 'Pepe Castro', 'Tina Fuentes', 'Huarte', 'Mario Hermoso', 'Morgan Stanley', 'José Manuel Soto', 'Rober Bodegas', 'Josep Fontana', 'Javier Cárdenas', 'Comisión de la Verdad', 'Mariano', 'Sandro Ramírez', 'Hospital Gregorio Marañón', 'O BNG', 'Alfonso Arús', 'Cassano', 'Charles Manson', 'Orson Welles', 'Roberto Trashorras', '#MundialesPHR', '#EPTenDirecto', 'Zuera', 'Woody Allen', 'Destiny 2', '#POCOPHONEAliExpress', '#terremata', 'Fiebre Maldini', 'Simon Clarke', '#DiadelGamer', 'IRPF', 'Rivera y Arrimadas', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
118,30082018,"['#Tomatina2018', '#FirstDatesBeach3', '#POCOPHONEAliExpress', '#Venezia75', '#IFA2018', '#felizmiércoles', '#DiadelGamer', '#FelizJueves', '#AStarIsBorn', '#PideJarraDeAgua', '#LaLiga123Magazine', '#zapeando1191', 'Fiebre Maldini', 'Estrella Roja', 'Los Planetas', 'Mary Shelley', 'Telemadrid', 'Serafín Zubiri', 'Manolo Jiménez', 'Alemania y Holanda', 'Honor Play', 'Almudena Grandes', '7 de Cristiano', 'Diego Cervero', 'Podemos y PSOE', 'Macri', 'El 7', 'Battlefield V', 'Jesús Álvarez', 'Misa', 'Darek', 'David West', 'The Dark Side', 'Magdalena Valerio', '#BTSLYTourSpain2019', 'Pacto de Estado', 'Los Franco', 'El Ayuntamiento de Vic', 'Argentina y Turquía', 'Kelderman', 'Obtuve Señora', 'Lo Celso', 'Muse', 'Beckham', '#TEAMXYRAZ', 'Nacer Bouhanni', '#lydiaconkiko', 'UEFA', '#SorteoChampions', '#RiveraQuitameEste', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
119,31082018,"['#QuizasAgoney', '#RiveraQuitameEste', '#FelizFinde', '#SelFEM', '#LaLigaTransfers', 'La Comisión Europea', 'Amazon Prime', 'República Popular de Donetsk', 'La Rosaleda', 'Nzonzi', 'Cuevas', 'Narnia', 'Pacheco', 'Setién', 'Coentrao', 'Caminero', 'Hannover', 'Hogwarts', 'Durmisi', 'Muñiz', 'Willian José', 'Villareal', 'Roberto Olabe', 'Eusebio', 'Estadio de la Cerámica', 'Juanmi', 'Sergio Sánchez', 'Iturra', 'Theo', '#CambioHorario', 'Andy y Lucas', 'Green Day', 'Charles', 'Álex Alegría', '#RespectAriana', 'Muere Alejandro Bolaños Correa', 'Sebastián Cristóforo', 'Bienvenido Septiembre', 'Sabin Merino', 'Stuani', 'Eibar', 'Merquelanz', '#VolverteAVer', '#1016Acústica', 'Portu', '#VamosRafa', '#QuizasAgoney', '#RiveraQuitameEste', '#FelizFinde', '#REDCARPET', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
120,01092018,"['#RealZaragozaLasPalmas', '#CambioDeHora', '#ItalianGP', '#BackToHogwarts', '#FelizSábado', '#XFactor', '#FuerzaThomasJoubert', '#UDLog', '#ConciliemosUnMundoMejor', '#1DComeback2020', '#UnSueñoCompartido', '#ALLIN', '#OTValladolid', 'Sagan', 'Atleti', 'Alisson', 'Luis Enrique', 'Andy y Lucas', 'Las 72', 'Pallarés', 'El Cholo', 'Fran Beltrán', 'Thibaut Courtois', 'Procuro Olvidarte', 'Federer', 'Mosquera', 'Juan Antonio', 'Carrillo', 'Borja Valle', 'Parma', 'Giménez', 'Simeone', 'Depor', '#L6Nteogarcía', '#elultimopollo', 'Karim', '#PorTiEstaremos', '#multipoliculpable', '#L6Ncuestaseptiembre', 'Benzema', '#RiveraQuitameEste', '#1016Acústica', '#N1CanalFiesta35', '#VamosRafa', '#CambioDeHora', '#10cosasquemegustan', '#1Sep', '#CursoPolíticoGalicia', '#RMLiga', '#GIFDay', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
121,02092018,"['#LGBTQtwitter', '#AlbaceteCórdoba', '#CircuitoMovistar', '#PortlandGP', '#estudioestadio', '#GranadaOsasuna', 'Don Benito', 'Hércules', 'José Mujica', 'Quagliarella', 'Nueva Condomina', 'Suárez', 'Basilashvili', 'Banega', 'Bartra', '#LazosVioletas', 'Canales', '#Answer1onBB200', 'Mercado', 'Sarabia', '#ChiringuitoPolémica', 'Makoke', 'Gil Manzano', 'Huesca', '#CuartoMilenio', 'Betis', 'Roque Mesa', '#AntesDeTi', '#YaNoHayExcusas', '#PersonasSinRaza', '#VamosMiRayo', '#OVOToB', '#SportingExtremadura', '#ElGranDerbi', 'Josema Yuste', 'Pakistán', 'Vetusta', 'Javier Gómez Noya', 'Ciutat', 'Lewis', 'Diakhaby', 'Sánchez Mato', 'Old Firm', 'Dayo', 'La Llagosta', 'Piccini', 'La Covatilla', 'Urdaibai', 'Xhaka', 'Ferran', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
122,03092018,"['#CuartoMilenio', '#Arusitys', '#ElGranDerbi', '#SalarioMínimo1000', '#FelizLunes', '#DragonQuestXI', '#PREDATOR', '#TúPreguntasRocaRey', '#ElContinental', '#VenACenar210', '#PuntoCostaValenciana', '#ByeByeSucesiones', '#MeHaGanadoElCorazón', '#NoTeEchoDeMenos', 'Joaquín', 'Tanzania', 'Roque Mesa', 'The Best', 'Avilés', 'Manuel Valls', 'Copa Davis', 'Radio Nacional de Podemos', 'Lime', 'Diego Ventura', 'Claudio Marchisio', 'Sousa', 'Arabia Saudí de 400', 'Adrián', 'Luis Rioja', 'Paz Padilla', 'Pablo e Irene', 'La República', 'Mula', 'Makoke', 'Suso', 'Harper', '#instagramdown', '#FirstDates717', 'Expediente Warren', '#PenélopeCruzEH', '#ElIntermedio', '#PabloIglesiasT5', '#Arusitys', '#AntesDeTi', '#CuartoMilenio', '#ElGranDerbi', '#FelizLunes', '#agricultura', '#pymes', '#PensionesDignas', 'Barcelona', 'Bilbao', 'Las Palmas', 'Madrid', 'Malaga', 'Murcia', 'Palma', 'Seville', 'Valencia', 'Zaragoza']"
